TITLE,DESCRIPTION,
Quickstart: Sign in users in web apps using the auth code flow - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/web-app-quickstart
Microsoft Enterprise SSO plug-in for Apple devices - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/apple-sso-plugin
Tutorial: Create a JavaScript single-page app that uses auth code flow - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/tutorial-v2-javascript-auth-code
Single sign-on (MSAL.js) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-js-sso
Token cache serialization (MSAL.NET) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-net-token-cache-serialization
Public and confidential client apps (MSAL) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-client-applications
Initialize MSAL.js client apps - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-js-initializing-client-applications
Write a web app that signs in/out users - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/scenario-web-app-sign-user-sign-in
Tutorial: Create an Android app that uses the Microsoft identity platform for authentication - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/tutorial-v2-android
Acquire a token from the cache (MSAL.NET) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-net-acquire-token-silently
Microsoft Graph API - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/microsoft-graph-intro
Quickstart: Add sign-in with Microsoft Identity to an ASP.NET Core web app - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/quickstart-v2-aspnet-core-webapp
Configure token cache sharing between client apps (MSAL.NET) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-net-token-cache-sharing
Tutorial: Create a React Native app that uses Microsoft identity platform for authentication - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/tutorial-v2-react-native
Acquire a token silently (MSAL.js) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-js-acquire-token-silently
Quickstart: Use the Microsoft identity platform and the v2 endpoint in an ASP.NET Core web app - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/quickstart-v2-aspnet-core
Integrate Microsoft identity into your iOS app (Microsoft identity platform) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/integrate-microsoft-identity-into-ios-app
Integrate Microsoft identity into your Android app (Microsoft identity platform) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/integrate-microsoft-identity-into-android-app
Acquire a token for a user (MSAL.js) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-js-acquire-token-for-user
Token cache (MSAL.js) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/msal-js-token-cache
Quickstart: Use the Microsoft identity platform in an Angular single-page app - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/quickstart-v2-angular-spa
Acquire an access token for a protected web API (Microsoft identity platform) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/scenario-web-api-call-user- profile
Quickstart: Use the Microsoft identity platform and the v2 endpoint in an ASP.NET web app - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/quickstart-v2-aspnet-webapp
Acquire tokens using the authorization code flow (Microsoft identity platform) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/scenario-web-api-call-user-authorization-code
Microsoft identity platform and the OAuth 2.0 authorization code flow - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/v2-oauth2-auth-code-flow
Acquire an access token interactively (Microsoft identity platform) - Microsoft Entra,https://learn.microsoft.com/en-us/azure/active-directory/develop/scenario-web-api-call-user-interactive-app-to-app
